area_type,location,size,total_sqft,bath,balcony,price,no_of_bedrooms,price_per_sqft
Built-up  Area,other,2 BHK,1320,2,3,90,2,6818.181818
Super built-up  Area,other,3 BHK,1285,2,2,45,3,3501.945525
Built-up  Area,other,2 BHK,1161,2,1,59,2,5081.826012
Built-up  Area,other,3 BHK,1504,3,2,67,3,4454.787234
Plot  Area,other,2 Bedroom,1230,2,0,68,2,5528.455285
Super built-up  Area,other,2 BHK,1260,2,1,62,2,4920.634921
Plot  Area,other,4 Bedroom,4560,5,2,430,4,9429.824561
Super built-up  Area,other,2 BHK,849,2,2,25.4,2,2991.755006
Built-up  Area,other,2 BHK,799,2,1,35,2,4380.475594
Super built-up  Area,other,5 BHK,2700,4,2,170,5,6296.296296
Super built-up  Area,other,2 BHK,1077,2,1,34.46,2,3199.628598
Built-up  Area,other,5 BHK,3000,4,0,300,5,10000
Super built-up  Area,other,3 BHK,1560,2,2,125,3,8012.820513
Super built-up  Area,other,3 BHK,1290,3,2,45.33,3,3513.953488
Built-up  Area,other,2 BHK,1012,2,2,59,2,5830.039526
Plot  Area,other,2 Bedroom,1245,2,1,120,2,9638.554217
Super built-up  Area,other,3 BHK,1485,2,3,110,3,7407.407407
Super built-up  Area,other,4 BHK,2400,4,1,88,4,3666.666667
Super built-up  Area,other,2 BHK,1115,2,1,50,2,4484.304933
Carpet  Area,other,2 BHK,1489,2,0,101,2,6783.07589
Super built-up  Area,other,4 BHK,2800,4,3,365,4,13035.71429
Super built-up  Area,other,3 BHK,1464,3,2,56,3,3825.136612
Super built-up  Area,other,3 BHK,1600,2,1,90,3,5625
Super built-up  Area,other,3 BHK,1508,3,1,75,3,4973.474801
Built-up  Area,other,6 Bedroom,3000,6,3,300,6,10000
Super built-up  Area,other,3 BHK,1903,3,2,165,3,8670.520231
Super built-up  Area,other,2 BHK,1200,2,2,38,2,3166.666667
Super built-up  Area,other,4 BHK,2996,4,3,200,4,6675.567423
Built-up  Area,other,4 BHK,3400,4,2,200,4,5882.352941
Built-up  Area,other,3 BHK,1602,2,1,75,3,4681.64794
Super built-up  Area,other,1 BHK,551,1,1,30,1,5444.646098
Super built-up  Area,other,2 BHK,1400,2,1,44.8,2,3200
Super built-up  Area,other,1 BHK,550,1,1,16,1,2909.090909
Super built-up  Area,other,3 BHK,1780,3,1,100,3,5617.977528
Built-up  Area,other,2 BHK,1050,2,1,49.5,2,4714.285714
Built-up  Area,other,3 BHK,1310,3,3,90,3,6870.229008
Built-up  Area,other,2 BHK,900,2,1,24,2,2666.666667
Super built-up  Area,other,2 BHK,1200,2,1,54,2,4500
Built-up  Area,other,3 BHK,1603,2,0,125,3,7797.878977
Super built-up  Area,other,3 BHK,2180,3,2,285,3,13073.3945
Plot  Area,other,1 Bedroom,450,1,0,30,1,6666.666667
Super built-up  Area,other,4 BHK,3000,4,2,301,4,10033.33333
Super built-up  Area,other,2 BHK,1160,2,1,40.53,2,3493.965517
Built-up  Area,other,2 BHK,1200,3,2,52,2,4333.333333
Built-up  Area,other,2 BHK,1275,2,3,69,2,5411.764706
Super built-up  Area,other,3 BHK,1300,2,1,51,3,3923.076923
Super built-up  Area,other,3 BHK,1623,3,3,155,3,9550.21565
Super built-up  Area,other,3 BHK,1275,3,2,55,3,4313.72549
Built-up  Area,other,1 Bedroom,900,1,1,52.3,1,5811.111111
Super built-up  Area,other,2 BHK,1075,2,1,48.38,2,4500.465116
Super built-up  Area,other,2 BHK,780,2,1,31,2,3974.358974
Super built-up  Area,other,2 BHK,1088,2,2,43.5,2,3998.161765
Super built-up  Area,other,2 BHK,1070,2,2,32.99,2,3083.17757
Super built-up  Area,other,2 BHK,1000,2,1,31,2,3100
Built-up  Area,other,2 Bedroom,1200,2,1,110,2,9166.666667
Plot  Area,other,3 Bedroom,1400,2,1,78,3,5571.428571
Super built-up  Area,other,3 BHK,2648,3,3,238,3,8987.915408
Built-up  Area,other,3 BHK,1455,2,1,45,3,3092.783505
Super built-up  Area,other,3 BHK,1475,3,1,80,3,5423.728814
Super built-up  Area,other,3 BHK,1721,3,2,93,3,5403.83498
Built-up  Area,other,3 BHK,1480,3,2,75,3,5067.567568
Built-up  Area,other,4 Bedroom,4800,4,3,420,4,8750
Built-up  Area,other,2 BHK,1163,2,2,68,2,5846.947549
Super built-up  Area,other,1 BHK,801,1,0,33.645,1,4200.374532
Built-up  Area,other,3 BHK,1300,2,1,80,3,6153.846154
Super built-up  Area,other,3 BHK,1540,3,2,65,3,4220.779221
Super built-up  Area,other,3 BHK,1215,2,2,46.8,3,3851.851852
Built-up  Area,other,4 BHK,2400,4,3,135,4,5625
Super built-up  Area,other,2 BHK,998,2,2,65,2,6513.026052
Plot  Area,other,10 Bedroom,3300,9,2,450,10,13636.36364
Built-up  Area,other,2 BHK,1040,2,2,78,2,7500
Super built-up  Area,other,3 BHK,1215,2,3,50,3,4115.226337
Super built-up  Area,other,2 BHK,975,2,2,45,2,4615.384615
Built-up  Area,other,3 BHK,1907,2,1,200,3,10487.67698
Super built-up  Area,other,2 BHK,1330,2,2,80,2,6015.037594
Plot  Area,other,3 Bedroom,4446,3,2,410,3,9221.77238
Plot  Area,other,3 Bedroom,1320,2,1,95,3,7196.969697
Plot  Area,other,5 Bedroom,8000,5,3,550,5,6875
Super built-up  Area,other,2 BHK,1000,2,1,50,2,5000
Super built-up  Area,other,3 BHK,1400,3,2,45,3,3214.285714
Super built-up  Area,other,2 BHK,1000,2,2,35,2,3500
Super built-up  Area,other,2 BHK,1225,2,2,48,2,3918.367347
Carpet  Area,other,4 BHK,4500,3,0,225,4,5000
Plot  Area,other,4 Bedroom,2200,2,0,150,4,6818.181818
Plot  Area,other,3 Bedroom,1092,3,1,95,3,8699.6337
Built-up  Area,other,3 BHK,1100,3,2,53,3,4818.181818
Super built-up  Area,other,2 BHK,1170,2,3,50,2,4273.504274
Super built-up  Area,other,2 BHK,1075,2,2,50,2,4651.162791
Super built-up  Area,other,2 BHK,935,2,1,45.9,2,4909.090909
Super built-up  Area,other,2 BHK,1120,2,3,36,2,3214.285714
Built-up  Area,other,2 BHK,1130,2,1,75,2,6637.168142
Built-up  Area,other,2 BHK,1334,2,1,62,2,4647.676162
Super built-up  Area,other,3 BHK,1900,3,2,190,3,10000
Super built-up  Area,other,2 BHK,966,2,2,50,2,5175.983437
Plot  Area,other,4 Bedroom,1200,4,1,110,4,9166.666667
Super built-up  Area,other,3 BHK,1630,3,2,131,3,8036.809816
Built-up  Area,other,1 BHK,1050,2,2,41,1,3904.761905
Super built-up  Area,other,2 BHK,1427,2,2,52,2,3644.008409
Plot  Area,other,3 Bedroom,3210,4,2,380,3,11838.00623
Super built-up  Area,other,13 BHK,5425,13,0,275,13,5069.124424
Plot  Area,other,4 Bedroom,1200,4,2,135,4,11250
Built-up  Area,other,2 BHK,1050,2,1,48,2,4571.428571
Plot  Area,other,2 Bedroom,900,2,1,48,2,5333.333333
Built-up  Area,other,4 BHK,4041,4,2,345,4,8537.49072
Super built-up  Area,other,1 BHK,620,1,1,25,1,4032.258065
Built-up  Area,other,2 BHK,1210,2,0,75,2,6198.347107
Super built-up  Area,other,2 BHK,1180,2,3,41.94,2,3554.237288
Built-up  Area,other,3 BHK,1430,3,2,70,3,4895.104895
Plot  Area,other,2 Bedroom,1200,1,0,70,2,5833.333333
Super built-up  Area,other,3 BHK,1950,4,3,95,3,4871.794872
Plot  Area,other,2 Bedroom,1200,3,1,70,2,5833.333333
Super built-up  Area,other,3 BHK,1250,3,2,40,3,3200
Built-up  Area,other,2 BHK,1130,2,2,68,2,6017.699115
Super built-up  Area,other,2 BHK,1245,1,3,60,2,4819.277108
Super built-up  Area,other,3 BHK,1390,2,1,50,3,3597.122302
Super built-up  Area,other,3 BHK,2750,5,2,275,3,10000
Built-up  Area,other,2 BHK,800,2,2,55,2,6875
Super built-up  Area,other,2 BHK,1244,2,2,95,2,7636.655949
Plot  Area,other,3 Bedroom,1500,4,2,180,3,12000
Built-up  Area,other,2 Bedroom,1200,2,1,75,2,6250
Plot  Area,other,1 Bedroom,400,2,1,50,1,12500
Super built-up  Area,other,2 BHK,1100,2,2,57.6,2,5236.363636
Super built-up  Area,other,3 BHK,2159,3,2,120,3,5558.128763
Built-up  Area,other,5 Bedroom,3100,6,1,165,5,5322.580645
Built-up  Area,other,1 Bedroom,1200,1,0,48,1,4000
Super built-up  Area,other,2 BHK,1340,2,1,71,2,5298.507463
Super built-up  Area,other,3 BHK,1675,3,3,62,3,3701.492537
Super built-up  Area,other,2 BHK,1190,2,2,59.9,2,5033.613445
Super built-up  Area,other,2 BHK,1250,2,1,55,2,4400
Built-up  Area,other,2 BHK,1450,2,2,90,2,6206.896552
Super built-up  Area,other,2 BHK,1275,2,2,49.5,2,3882.352941
Plot  Area,other,1 Bedroom,10030,1,1,150,1,1495.51346
Built-up  Area,other,4 Bedroom,3600,4,0,225,4,6250
Super built-up  Area,other,3 BHK,2300,3,2,280,3,12173.91304
Built-up  Area,other,9 Bedroom,3200,8,1,130,9,4062.5
Plot  Area,other,3 Bedroom,1900,2,2,92,3,4842.105263
Super built-up  Area,other,3 BHK,1250,3,3,40,3,3200
Super built-up  Area,other,2 BHK,925,2,1,55,2,5945.945946
Plot  Area,other,3 Bedroom,3900,3,3,250,3,6410.25641
Plot  Area,other,2 Bedroom,1400,2,2,160,2,11428.57143
Super built-up  Area,other,3 BHK,1715,3,2,95,3,5539.358601
Super built-up  Area,other,2 BHK,703,2,1,60,2,8534.85064
Super built-up  Area,other,3 BHK,1400,2,2,56,3,4000
Super built-up  Area,other,3 BHK,1270,2,2,57.15,3,4500
Plot  Area,other,1 Bedroom,600,1,0,20,1,3333.333333
Plot  Area,other,4 Bedroom,4382,4,3,400,4,9128.25194
Super built-up  Area,other,3 BHK,1030,2,2,77.25,3,7500
Super built-up  Area,other,3 BHK,1254,2,1,70,3,5582.137161
Super built-up  Area,other,3 BHK,1820,3,2,79.5,3,4368.131868
Super built-up  Area,other,2 BHK,1293,2,2,80,2,6187.16164
Super built-up  Area,other,2 BHK,1050,2,1,36,2,3428.571429
Super built-up  Area,other,3 BHK,1500,3,2,56,3,3733.333333
Plot  Area,other,2 Bedroom,1000,2,0,66,2,6600
Super built-up  Area,other,3 BHK,1864,3,3,115,3,6169.527897
Plot  Area,other,2 Bedroom,1200,2,3,135,2,11250
Super built-up  Area,other,3 BHK,1950,2,2,89.5,3,4589.74359
Built-up  Area,other,4 Bedroom,2400,4,1,150,4,6250
Super built-up  Area,other,2 BHK,1263,2,1,51.5,2,4077.593032
Built-up  Area,other,5 Bedroom,4400,5,3,240,5,5454.545455
Super built-up  Area,other,2 BHK,1050,2,2,38,2,3619.047619
Super built-up  Area,other,3 BHK,1525,2,2,91.48,3,5998.688525
Super built-up  Area,other,2 BHK,975,2,1,60,2,6153.846154
Super built-up  Area,other,3 BHK,2000,3,2,100,3,5000
Built-up  Area,other,2 BHK,1220,2,0,56,2,4590.163934
Plot  Area,other,1 Bedroom,1500,2,0,85,1,5666.666667
Plot  Area,other,4 Bedroom,5000,5,3,300,4,6000
Built-up  Area,other,2 BHK,1000,2,0,50,2,5000
Plot  Area,other,2 Bedroom,1200,4,1,138,2,11500
Built-up  Area,other,2 BHK,1100,2,2,68,2,6181.818182
Plot  Area,other,6 Bedroom,4000,6,2,460,6,11500
Super built-up  Area,other,2 BHK,1105,2,2,28.18,2,2550.226244
Super built-up  Area,other,4 BHK,2950,4,2,250,4,8474.576271
Built-up  Area,other,3 BHK,1464,2,2,115,3,7855.191257
Super built-up  Area,other,3 BHK,1385,3,3,90,3,6498.194946
Super built-up  Area,other,2 BHK,1205,2,1,47,2,3900.414938
Super built-up  Area,other,2 BHK,1070,2,2,33.43,2,3124.299065
Super built-up  Area,other,2 BHK,1070,2,1,52,2,4859.813084
Super built-up  Area,other,2 BHK,1415,2,2,120,2,8480.565371
Built-up  Area,other,3 BHK,1750,3,2,58,3,3314.285714
Super built-up  Area,other,3 BHK,1537,3,2,81,3,5270.006506
Built-up  Area,other,2 BHK,1050,2,2,45,2,4285.714286
Built-up  Area,other,3 BHK,1255,2,1,60,3,4780.876494
Plot  Area,other,3 Bedroom,2400,2,2,185,3,7708.333333
Super built-up  Area,other,2 BHK,1170,2,1,45.51,2,3889.74359
Built-up  Area,other,2 BHK,1080,2,2,38,2,3518.518519
Super built-up  Area,other,2 BHK,1025,2,1,65,2,6341.463415
Built-up  Area,other,2 BHK,1020,2,1,70,2,6862.745098
Super built-up  Area,other,2 BHK,1155,2,2,69,2,5974.025974
Super built-up  Area,other,3 BHK,2030,2,1,182,3,8965.517241
Super built-up  Area,other,3 BHK,1555,2,1,67,3,4308.681672
Super built-up  Area,other,3 BHK,2900,3,2,325,3,11206.89655
Super built-up  Area,other,4 BHK,2180,4,3,115,4,5275.229358
Super built-up  Area,other,2 BHK,1050,2,2,35,2,3333.333333
Super built-up  Area,other,3 BHK,1610,3,3,85,3,5279.503106
Built-up  Area,other,2 Bedroom,1500,2,0,145,2,9666.666667
Plot  Area,other,4 Bedroom,3150,3,1,135,4,4285.714286
Super built-up  Area,other,2 BHK,1255,2,1,56.7,2,4517.928287
Plot  Area,other,2 Bedroom,600,2,2,29.5,2,4916.666667
Built-up  Area,other,4 BHK,2597,4,3,189,4,7277.628032
Super built-up  Area,other,2 BHK,1410,2,2,73,2,5177.304965
Built-up  Area,other,2 BHK,1150,2,1,42,2,3652.173913
Super built-up  Area,other,2 BHK,1170,2,2,53.11,2,4539.316239
Super built-up  Area,other,2 BHK,1201,2,1,65,2,5412.156536
Super built-up  Area,other,1 BHK,660,1,0,30,1,4545.454545
Plot  Area,other,2 Bedroom,1050,2,0,40,2,3809.52381
Super built-up  Area,other,2 BHK,933.445408,2,2,40,2,4285.199719
Super built-up  Area,other,3 BHK,2735,4,2,340,3,12431.44424
Built-up  Area,other,2 BHK,950,2,0,65,2,6842.105263
Plot  Area,other,3 Bedroom,980,3,1,80,3,8163.265306
Super built-up  Area,other,2 BHK,1080,2,1,37.8,2,3500
Super built-up  Area,other,3 BHK,1200,2,2,35,3,2916.666667
Built-up  Area,other,2 BHK,750,2,0,20,2,2666.666667
Super built-up  Area,other,3 BHK,1535,3,1,72,3,4690.553746
Super built-up  Area,other,2 BHK,1265,2,2,68,2,5375.494071
Built-up  Area,other,4 Bedroom,3500,4,0,150,4,4285.714286
Plot  Area,other,4 Bedroom,5400,4,2,250,4,4629.62963
Super built-up  Area,other,1 BHK,660,1,1,35,1,5303.030303
Super built-up  Area,other,2 BHK,1140,2,3,60,2,5263.157895
Super built-up  Area,other,3 BHK,1458,2,2,87,3,5967.078189
Super built-up  Area,other,2 BHK,1081,2,1,39,2,3607.770583
Super built-up  Area,other,2 BHK,1178,2,1,80,2,6791.171477
Super built-up  Area,other,7 BHK,4000,8,1,150,7,3750
Built-up  Area,other,4 Bedroom,2700,4,3,295,4,10925.92593
Super built-up  Area,other,2 BHK,1175,2,2,52.86,2,4498.723404
Super built-up  Area,other,3 BHK,1426,2,3,71,3,4978.962132
Plot  Area,other,2 Bedroom,1300,2,2,95,2,7307.692308
Built-up  Area,other,1 BHK,936,1,0,53,1,5662.393162
Super built-up  Area,other,2 BHK,1277,2,2,92,2,7204.385278
Super built-up  Area,other,2 BHK,1200,2,1,54,2,4500
Plot  Area,other,2 Bedroom,1600,2,1,160,2,10000
Built-up  Area,other,3 BHK,1350,3,2,60,3,4444.444444
Plot  Area,other,5 Bedroom,2400,5,1,150,5,6250
Super built-up  Area,other,2 BHK,1092,2,1,49,2,4487.179487
Super built-up  Area,other,2 BHK,827,2,0,34,2,4111.245466
Super built-up  Area,other,2 BHK,800,2,1,32,2,4000
Super built-up  Area,other,2 BHK,1055,2,1,43,2,4075.829384
Super built-up  Area,other,3 BHK,1839,3,3,160,3,8700.380642
Built-up  Area,other,5 Bedroom,2760,5,2,140,5,5072.463768
Super built-up  Area,other,2 BHK,993,2,2,42,2,4229.607251
Super built-up  Area,other,2 BHK,925,2,1,100,2,10810.81081
Super built-up  Area,other,1 BHK,650,1,1,50,1,7692.307692
Plot  Area,other,2 Bedroom,2260,3,1,90,2,3982.300885
Super built-up  Area,other,1 BHK,720,1,0,32.39,1,4498.611111
Super built-up  Area,other,6 BHK,2400,5,2,75,6,3125
Super built-up  Area,other,3 BHK,1600,3,2,130,3,8125
Super built-up  Area,other,2 BHK,1296,2,2,70,2,5401.234568
Super built-up  Area,other,2 BHK,1125,2,1,55,2,4888.888889
Super built-up  Area,other,2 BHK,1194,2,1,51,2,4271.356784
Built-up  Area,other,5 Bedroom,3000,4,3,170,5,5666.666667
Built-up  Area,other,4 Bedroom,2200,3,1,225,4,10227.27273
Super built-up  Area,other,2 BHK,1300,2,2,63,2,4846.153846
Built-up  Area,other,3 BHK,1626.6,3,1,133,3,8176.564613
Built-up  Area,other,2 BHK,1007,2,2,48,2,4766.633565
Super built-up  Area,other,2 BHK,1100,2,1,60,2,5454.545455
Plot  Area,other,2 Bedroom,1348,2,0,100,2,7418.397626
Built-up  Area,other,2 BHK,1298,2,1,65,2,5007.70416
Plot  Area,other,4 Bedroom,1350,4,0,175,4,12962.96296
Super built-up  Area,other,3 BHK,1312,2,1,56.5,3,4306.402439
Super built-up  Area,other,2 BHK,760,2,2,38.5,2,5065.789474
Super built-up  Area,other,3 BHK,1182,2,1,60.1,3,5084.602369
Super built-up  Area,other,2 BHK,1053,2,1,46.29,2,4396.011396
Super built-up  Area,other,2 BHK,1035,2,2,52.79,2,5100.483092
Super built-up  Area,other,3 BHK,1410,3,3,90,3,6382.978723
Super built-up  Area,other,3 BHK,1460,2,2,87,3,5958.90411
Super built-up  Area,other,3 BHK,1260,2,2,85.05,3,6750
Super built-up  Area,other,3 BHK,3000,3,1,265,3,8833.333333
Super built-up  Area,other,3 BHK,1200,2,2,120,3,10000
Super built-up  Area,other,2 BHK,1250,2,2,65,2,5200
Super built-up  Area,other,3 BHK,1800,3,2,150,3,8333.333333
Plot  Area,other,2 Bedroom,1000,2,1,35,2,3500
Built-up  Area,other,2 BHK,967,2,1,47.8,2,4943.123061
Super built-up  Area,other,3 BHK,1798,3,3,73,3,4060.066741
Super built-up  Area,other,3 BHK,2098,3,1,210,3,10009.53289
Super built-up  Area,other,3 BHK,2400,3,1,270,3,11250
Super built-up  Area,other,3 BHK,1800,3,3,192,3,10666.66667
Super built-up  Area,other,3 BHK,2000,3,2,85,3,4250
Super built-up  Area,other,1 BHK,509,1,1,20,1,3929.273084
Super built-up  Area,other,4 BHK,3535,4,2,215,4,6082.036775
Super built-up  Area,other,4 BHK,1800,3,2,82,4,4555.555556
Super built-up  Area,other,3 BHK,1397,2,2,52,3,3722.26199
Plot  Area,other,5 Bedroom,2350,5,2,325,5,13829.78723
Carpet  Area,other,3 BHK,2050,3,2,135,3,6585.365854
Plot  Area,other,2 Bedroom,2100,1,1,200,2,9523.809524
Super built-up  Area,other,2 BHK,1276,2,0,146,2,11442.00627
Super built-up  Area,other,2 BHK,1339,2,1,53.56,2,4000
Built-up  Area,other,2 BHK,1305,2,2,52,2,3984.67433
Super built-up  Area,other,3 BHK,1600,3,2,100,3,6250
Built-up  Area,other,4 BHK,2100,3,2,280,4,13333.33333
Super built-up  Area,other,3 BHK,2300,2,2,69,3,3000
Super built-up  Area,other,2 BHK,1235,2,2,52.76,2,4272.064777
Super built-up  Area,other,3 BHK,2100,3,1,270,3,12857.14286
Super built-up  Area,other,2 BHK,850,2,1,42.5,2,5000
Built-up  Area,other,2 BHK,1150,2,1,39,2,3391.304348
Built-up  Area,other,4 BHK,3500,4,3,320,4,9142.857143
Super built-up  Area,other,3 BHK,1545,3,2,65,3,4207.119741
Super built-up  Area,other,3 BHK,1540,3,2,150,3,9740.25974
Built-up  Area,other,4 Bedroom,3200,4,0,270,4,8437.5
Built-up  Area,other,2 BHK,1050,2,2,45,2,4285.714286
Super built-up  Area,other,2 BHK,1165,2,1,65,2,5579.399142
Plot  Area,other,2 Bedroom,1200,1,0,42,2,3500
Built-up  Area,other,2 BHK,1300,2,1,58,2,4461.538462
Super built-up  Area,other,3 BHK,1645,3,2,87,3,5288.753799
Built-up  Area,other,6 Bedroom,2700,7,3,110,6,4074.074074
Super built-up  Area,other,3 BHK,1305,2,1,45.68,3,3500.383142
Super built-up  Area,other,2 BHK,1255,2,3,65,2,5179.282869
Built-up  Area,other,2 BHK,800,1,3,95,2,11875
Plot  Area,other,4 Bedroom,1650,2,1,140,4,8484.848485
Super built-up  Area,other,3 BHK,1451,3,1,68,3,4686.423156
Plot  Area,other,3 Bedroom,4395,3,3,240,3,5460.750853
Super built-up  Area,other,2 BHK,1100,2,2,38.5,2,3500
Built-up  Area,other,3 BHK,1936,3,2,139,3,7179.752066
Built-up  Area,other,2 BHK,935,2,0,40,2,4278.074866
Built-up  Area,other,2 BHK,1220,2,3,65,2,5327.868852
Built-up  Area,other,3 BHK,1400,2,1,40.43,3,2887.857143
Super built-up  Area,other,1 BHK,1200,1,0,65,1,5416.666667
Plot  Area,other,3 Bedroom,1800,3,0,95,3,5277.777778
Built-up  Area,other,3 BHK,2045,3,2,108,3,5281.173594
Super built-up  Area,other,3 BHK,1410,2,1,54,3,3829.787234
Super built-up  Area,other,2 BHK,1310,2,1,88,2,6717.557252
Super built-up  Area,other,2 BHK,1250,2,2,55,2,4400
Built-up  Area,other,5 Bedroom,2000,5,2,240,5,12000
Built-up  Area,other,4 BHK,4500,4,3,345,4,7666.666667
Built-up  Area,other,3 BHK,3155,4,2,316,3,10015.84786
Super built-up  Area,other,2 BHK,1200,2,1,54,2,4500
Super built-up  Area,other,2 BHK,1441,2,1,115,2,7980.569049
Super built-up  Area,other,1 BHK,418,1,1,17,1,4066.985646
Plot  Area,other,3 Bedroom,1200,3,1,80,3,6666.666667
Plot  Area,other,3 Bedroom,1500,2,1,200,3,13333.33333
Super built-up  Area,other,2 BHK,675,2,2,13.5,2,2000
Super built-up  Area,other,1 BHK,610,1,0,28,1,4590.163934
Plot  Area,other,6 Bedroom,2400,7,2,107,6,4458.333333
Built-up  Area,other,3 BHK,1864,3,2,120,3,6437.76824
Built-up  Area,other,2 BHK,950,2,3,57,2,6000
Built-up  Area,other,2 BHK,985,2,1,45,2,4568.527919
Super built-up  Area,other,2 BHK,1100,2,1,62,2,5636.363636
Super built-up  Area,other,4 BHK,1530,3,3,87,4,5686.27451
Plot  Area,other,4 Bedroom,1200,4,2,165,4,13750
Super built-up  Area,other,4 BHK,2400,3,1,108,4,4500
Plot  Area,other,3 Bedroom,1200,2,0,90,3,7500
Built-up  Area,other,6 Bedroom,3600,6,1,170,6,4722.222222
Super built-up  Area,other,2 BHK,1279,2,3,100,2,7818.608288
Super built-up  Area,other,2 BHK,1256,2,1,60,2,4777.070064
Super built-up  Area,other,3 BHK,1525,3,2,68.63,3,4500.327869
Built-up  Area,other,2 BHK,900,2,0,25,2,2777.777778
Built-up  Area,other,4 Bedroom,1200,2,2,35,4,2916.666667
Built-up  Area,other,2 BHK,1185,2,1,42.66,2,3600
Plot  Area,other,4 Bedroom,3600,4,2,300,4,8333.333333
Super built-up  Area,other,4 BHK,3730,6,2,430,4,11528.15013
Plot  Area,other,3 Bedroom,1600,4,1,120,3,7500
Plot  Area,other,2 Bedroom,1120,2,0,60,2,5357.142857
Super built-up  Area,other,6 BHK,5100,7,2,225,6,4411.764706
Built-up  Area,other,2 BHK,1308,2,1,86,2,6574.923547
Built-up  Area,other,4 BHK,2170,3,2,265,4,12211.98157
Super built-up  Area,other,2 BHK,1100,2,2,55,2,5000
Super built-up  Area,other,2 BHK,1000,2,1,45,2,4500
Super built-up  Area,other,3 BHK,1347,2,2,55,3,4083.147736
Super built-up  Area,other,2 BHK,1225,2,2,71.05,2,5800
Built-up  Area,other,7 Bedroom,4000,7,2,90,7,2250
Plot  Area,other,2 Bedroom,1200,3,0,78,2,6500
Super built-up  Area,other,3 BHK,2180,3,3,273,3,12522.93578
Super built-up  Area,other,2 BHK,1339,2,2,55,2,4107.542942
Super built-up  Area,other,3 BHK,1449,3,1,72,3,4968.944099
Super built-up  Area,other,2 BHK,1100,2,2,38.68,2,3516.363636
Super built-up  Area,other,2 BHK,1100,2,3,55,2,5000
Super built-up  Area,other,8 BHK,3300,8,3,310,8,9393.939394
Built-up  Area,other,2 BHK,1300,2,3,95,2,7307.692308
Super built-up  Area,other,2 BHK,1350,2,2,89.5,2,6629.62963
Built-up  Area,other,3 BHK,2312,3,2,156,3,6747.404844
Built-up  Area,other,2 BHK,1175,2,1,70,2,5957.446809
Super built-up  Area,other,2 BHK,1145,2,2,51,2,4454.148472
Built-up  Area,other,3 BHK,2150,3,3,240,3,11162.7907
Super built-up  Area,other,3 BHK,1690,3,3,50,3,2958.579882
Plot  Area,other,4 Bedroom,1386,3,2,93,4,6709.95671
Super built-up  Area,other,2 BHK,1090,2,2,32,2,2935.779817
Super built-up  Area,other,3 BHK,2400,2,3,50,3,2083.333333
Super built-up  Area,other,3 BHK,1559,3,2,62,3,3976.908275
Super built-up  Area,other,4 BHK,6652,6,1,510,4,7666.867108
Super built-up  Area,other,2 BHK,1060,2,1,52,2,4905.660377
Plot  Area,other,3 Bedroom,2500,2,1,300,3,12000
Super built-up  Area,other,3 BHK,1500,2,2,120,3,8000
Built-up  Area,other,4 Bedroom,1700,3,2,55,4,3235.294118
Super built-up  Area,other,4 BHK,3150,4,3,180,4,5714.285714
Built-up  Area,other,1 Bedroom,1200,1,0,39.82,1,3318.333333
Built-up  Area,other,5 Bedroom,3520,6,1,460,5,13068.18182
Super built-up  Area,other,3 BHK,1330,2,2,68,3,5112.781955
Super built-up  Area,other,2 BHK,927,2,2,37,2,3991.370011
Built-up  Area,other,3 Bedroom,1200,3,1,68,3,5666.666667
Built-up  Area,other,2 BHK,760,2,1,37.49,2,4932.894737
